rowNo,type,stim1,stimFormat,ITI,key,keyboard,random,head,body,responseType,responseOptions,pageBreak,fixation,subjectGroup,cursor,required,identity condition,Time,time_block,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,calibration,id,age,gender,ethnicity,duration_s
167,test,C2_092_DV_227_00,.jpg,800,l,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,absent,1,801,48,16.68,615386,l,2006,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
150,test,C2_105_DV_105_00,.jpg,800,s,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,absent,1,801,48,16.68,617426,s,1243,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
127,test,DV_002_C2_002_00,.jpg,800,s,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,absent,1,801,48,16.68,619538,s,1321,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
186,test,DV_013_C2_235_00,.jpg,800,l,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,absent,1,801,48,16.68,621962,l,1625,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
169,test,DV_130_C2_253_00,.jpg,800,l,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,absent,1,801,48,16.69,624898,l,2143,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
182,test,DV_078_C2_125_00,.jpg,800,l,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,absent,1,801,48,16.68,627066,s,1374,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
164,test,DV_044_C2_240_00,.jpg,800,l,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,absent,1,801,48,16.68,629401,l,1540,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
141,test,C2_040_DV_040_00,.jpg,800,s,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,absent,1,801,48,16.69,632162,l,1966,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
163,test,DV_203_C2_277_00,.jpg,800,l,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,absent,1,801,48,16.68,634370,l,1421,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
153,test,C2_071_DV_071_00,.jpg,800,s,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,absent,1,801,48,16.69,636177,s,1009,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
152,test,DV_008_C2_008_00,.jpg,800,s,s l,1,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,absent,1,801,48,16.69,638426,s,1456,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
187,form,NA,NA,NA,NA,NA,NA,How stressed did you feel during the previous task?,"-10 being completely relaxed, 0 being neither relaxed nor stressed, and +10 being extremely stressed",slider,-10_10_1,1,NA,2,NA,NA,NA,absent,NA,801,NA,NA,647554,-10,8605,0,-10,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
243,test,DV_154_C2_042_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,671146,l,2561,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
230,test,C2_011_DV_049_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,673538,l,1600,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
221,test,DV_091_C2_211_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,675849,l,1526,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
195,test,C2_293_DV_293_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,677594,s,951,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
215,test,C2_157_DV_157_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,679346,s,951,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
198,test,DV_087_C2_087_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,681345,s,1198,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
247,test,C2_205_DV_048_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,683393,l,1262,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
237,test,C2_261_DV_201_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,685929,l,1745,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
244,test,DV_231_C2_259_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,688001,s,1281,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
208,test,DV_127_C2_127_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,689921,s,1133,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
240,test,DV_219_C2_135_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,691977,s,1270,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
202,test,C2_155_DV_155_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,693857,s,1081,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
192,test,C2_014_DV_014_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,695697,s,1052,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
219,test,C2_243_DV_243_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,697785,s,1289,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
238,test,DV_208_C2_206_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,699714,l,1133,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
217,test,C2_194_DV_194_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,701777,s,1277,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
191,test,DV_015_C2_015_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,704234,s,1666,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
227,test,DV_295_C2_216_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,706794,s,1773,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
225,test,DV_024_C2_085_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,709514,l,1925,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
199,test,DV_103_C2_103_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,711346,s,1036,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
246,test,DV_094_C2_022_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,713977,l,1832,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
248,test,C2_265_DV_287_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,716626,l,1861,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
197,test,DV_167_C2_167_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,718401,s,984,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
210,test,DV_141_C2_141_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,720665,s,1463,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
213,test,DV_089_C2_089_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,722752,s,1299,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
232,test,C2_123_DV_223_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,725578,s,2039,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
207,test,C2_256_DV_256_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,727832,s,1456,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
214,test,DV_147_C2_147_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,730178,s,1551,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
249,test,C2_242_DV_254_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,732786,l,1822,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
226,test,C2_099_DV_025_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,735634,l,2051,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
201,test,C2_172_DV_172_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,737713,s,1293,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
190,test,C2_113_DV_113_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,740274,s,1769,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
200,test,C2_034_DV_034_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,742554,s,1480,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
211,test,DV_100_C2_100_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,745154,s,1811,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
209,test,DV_137_C2_137_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,747377,s,1431,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
218,test,C2_257_DV_257_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,749490,s,1325,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
206,test,DV_041_C2_041_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,751761,s,1478,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
222,test,C2_003_DV_018_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,754306,l,1755,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
224,test,DV_052_C2_264_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,756921,l,1817,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
193,test,C2_045_DV_045_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,758954,s,1246,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
233,test,C2_246_DV_160_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,761442,s,1699,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
241,test,DV_170_C2_270_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,765306,s,3078,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
216,test,DV_027_C2_027_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,768001,s,1902,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
223,test,C2_031_DV_083_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,770595,l,1793,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
212,test,C2_153_DV_153_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,772978,s,1590,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
204,test,DV_046_C2_046_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,775049,s,1276,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
203,test,C2_247_DV_247_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.69,777098,s,1256,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
239,test,DV_215_C2_050_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.69,779424,l,1530,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
220,test,C2_075_DV_074_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,782194,s,1981,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
228,test,DV_143_C2_132_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,784722,l,1740,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
242,test,C2_108_DV_282_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,787688,s,2170,0,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
235,test,C2_218_DV_109_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,790178,l,1690,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
231,test,C2_171_DV_185_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,794186,l,3213,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
196,test,C2_152_DV_152_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,796306,s,1328,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
234,test,DV_114_C2_126_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,799762,l,2665,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
245,test,C2_139_DV_120_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,802594,l,2044,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
205,test,C2_207_DV_207_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,804786,s,1400,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
236,test,DV_097_C2_007_00,.jpg,800,l,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Mismatch,present,2,801,48,16.68,807353,l,1781,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
194,test,C2_302_DV_302_00,.jpg,800,s,s l,2,NA,NA,NA,NA,NA,ITI,2,hide,NA,Match,present,2,801,48,16.68,809577,s,1437,1,NA,Chrome,120.0.0.0,1920,1080,Windows,en-GB,2024-01-22_12:06:52,2024-01-22_12:06:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.57,wl18,19,woman,White,822.019
