subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,calibration,id,age,gender,ethnicity,duration_s
"1",Chrome,121.0.0.0,1920,1080,Windows,en-GB,2024-02-06_10:23:52,2024-02-06_10:23:52,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.65,LH59,"22",woman,White,1037

rowNo,type,stim1,stimFormat,ITI,key,keyboard,random,head,body,responseType,responseOptions,pageBreak,fixation,subjectGroup,cursor,required,identity condition,Time,time_block,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
"36",test,C2_012_DV_245_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.68",819380,l,1798,"1",""
"15",test,C2_112_DV_112_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.68",822436,l,2268,"0",""
"17",test,DV_004_C2_004_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.69",824563,s,1343,"1",""
"19",test,C2_258_DV_258_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.68",827036,s,1680,"1",""
"41",test,DV_044_C2_240_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.68",828940,l,1115,"1",""
"12",test,C2_291_DV_291_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.68",832075,s,2348,"1",""
"38",test,C2_009_DV_033_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.68",835420,l,2556,"1",""
"60",test,C2_037_DV_030_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.69",837788,l,1571,"1",""
"21",test,C2_271_DV_271_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.68",840116,s,1530,"1",""
"61",test,DV_237_C2_297_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.68",842371,l,1467,"1",""
"35",test,C2_038_DV_081_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.69",844900,l,1742,"1",""
"26",test,C2_260_DV_260_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.68",847484,s,1791,"1",""
"47",test,DV_067_C2_057_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.68",849620,l,1341,"1",""
"20",test,C2_146_DV_146_00,.jpg,"800",s,s l,"1","","","","","",ITI,"1",hide,"",Match,present,"1",801,48,"16.68",853380,s,2965,"1",""
"43",test,C2_222_DV_204_00,.jpg,"800",l,s l,"1","","","","","",ITI,"1",hide,"",Mismatch,present,"1",801,48,"16.68",855116,l,948,"1",""
"64",form,"","","","","","",How stressed did you feel during the previous task?,"-10 being completely relaxed, 0 being neither relaxed nor stressed, and +10 being extremely stressed",slider,-10_10_1,"1","","1","","1","",present,"",801,"","",868804,-5,13156,"0",-5
"77",test,C2_172_DV_172_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",878884,s,3878,"1",""
"119",test,DV_154_C2_042_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",881251,l,1574,"1",""
"104",test,DV_143_C2_132_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",884204,l,2158,"1",""
"74",test,DV_087_C2_087_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",886052,s,1052,"1",""
"125",test,C2_242_DV_254_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",889452,l,2601,"1",""
"67",test,DV_015_C2_015_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",891236,s,998,"1",""
"79",test,C2_247_DV_247_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",893324,s,1302,"1",""
"80",test,DV_046_C2_046_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",897516,s,3391,"1",""
"72",test,C2_152_DV_152_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",900164,s,1852,"1",""
"107",test,C2_171_DV_185_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",902524,l,1559,"1",""
"85",test,DV_137_C2_137_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",904667,s,1350,"1",""
"110",test,DV_114_C2_126_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",906996,l,1544,"1",""
"118",test,C2_108_DV_282_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",909276,l,1487,"1",""
"71",test,C2_293_DV_293_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",912788,s,2714,"1",""
"106",test,C2_011_DV_049_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",915379,l,1801,"1",""
"96",test,C2_075_DV_074_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",917708,l,1528,"1",""
"93",test,C2_194_DV_194_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",919731,s,1232,"1",""
"94",test,C2_257_DV_257_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",921835,s,1317,"1",""
"108",test,C2_123_DV_223_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",924052,l,1416,"1",""
"82",test,DV_041_C2_041_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",925980,s,1141,"1",""
"111",test,C2_218_DV_109_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",927804,l,1030,"1",""
"99",test,C2_031_DV_083_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",930195,l,1602,"1",""
"89",test,DV_089_C2_089_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",932172,s,1177,"1",""
"76",test,C2_034_DV_034_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",934580,s,1616,"1",""
"101",test,DV_024_C2_085_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",936780,l,1414,"1",""
"109",test,C2_246_DV_160_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",938811,l,1243,"1",""
"116",test,DV_219_C2_135_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",940820,l,1217,"1",""
"112",test,DV_097_C2_007_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",943956,l,2350,"1",""
"117",test,DV_170_C2_270_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",946372,s,1630,"0",""
"113",test,C2_261_DV_201_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",948196,l,1035,"1",""
"68",test,C2_014_DV_014_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",951740,s,2743,"1",""
"120",test,DV_231_C2_259_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",954508,l,1975,"1",""
"124",test,C2_265_DV_287_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",956644,l,1342,"1",""
"102",test,C2_099_DV_025_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",958276,l,837,"1",""
"123",test,C2_205_DV_048_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",960652,l,1578,"1",""
"90",test,DV_147_C2_147_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",962660,s,1218,"1",""
"115",test,DV_215_C2_050_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",966604,l,3143,"1",""
"114",test,DV_208_C2_206_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",968948,l,1551,"1",""
"88",test,C2_153_DV_153_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",973988,l,4254,"0",""
"87",test,DV_100_C2_100_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",976100,s,1311,"1",""
"95",test,C2_243_DV_243_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",977956,s,1065,"1",""
"103",test,DV_295_C2_216_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",979763,l,1020,"1",""
"121",test,C2_139_DV_120_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",981980,l,1418,"1",""
"97",test,DV_091_C2_211_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",983924,l,1143,"1",""
"91",test,C2_157_DV_157_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",986124,s,1408,"1",""
"105",test,DV_178_C2_060_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",988275,l,1357,"1",""
"83",test,C2_256_DV_256_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",990252,s,1183,"1",""
"75",test,DV_103_C2_103_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",992012,s,973,"1",""
"86",test,DV_141_C2_141_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",993940,s,1134,"1",""
"70",test,C2_302_DV_302_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",997932,s,3207,"1",""
"81",test,C2_207_DV_207_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",1001171,s,2443,"1",""
"122",test,DV_094_C2_022_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",1002916,l,950,"1",""
"92",test,DV_027_C2_027_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",1005228,s,1528,"1",""
"98",test,C2_003_DV_018_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",1007180,l,1160,"1",""
"66",test,C2_113_DV_113_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",1010028,s,2056,"1",""
"69",test,C2_045_DV_045_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",1013124,s,2299,"1",""
"73",test,DV_167_C2_167_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",1015284,l,1373,"0",""
"78",test,C2_155_DV_155_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",1017212,s,1132,"1",""
"84",test,DV_127_C2_127_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",1019019,s,1020,"1",""
"100",test,DV_052_C2_264_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",1020924,l,1107,"1",""
"126",form,"","","","","","",How stressed did you feel during the previous task?,"-10 being completely relaxed, 0 being neither relaxed nor stressed, and +10 being extremely stressed",slider,-10_10_1,"1","","1","","","",absent,"2",801,"","",1029220,-8,7780,"0",-8
