subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,calibration,id,age,gender,ethnicity,duration_s
"1",Chrome,121.0.0.0,1920,1080,Windows,en-GB,2024-02-05_11:08:56,2024-02-05_11:08:56,2023-12-13_11:01:32,https://www.testable.org/experiment/14865/146518/start,0.62,OJ55,"27",woman,White,551.311

rowNo,type,stim1,stimFormat,ITI,key,keyboard,random,head,body,responseType,responseOptions,pageBreak,fixation,subjectGroup,cursor,required,identity condition,Time,time_block,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
"86",test,DV_141_C2_141_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",426125,s,3777,"1",""
"122",test,DV_094_C2_022_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",428590,l,1671,"1",""
"97",test,DV_091_C2_211_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",430717,l,1328,"1",""
"101",test,DV_024_C2_085_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",432935,l,1428,"1",""
"111",test,C2_218_DV_109_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",434718,l,992,"1",""
"121",test,C2_139_DV_120_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",437943,l,2431,"1",""
"107",test,C2_171_DV_185_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",440239,s,1507,"0",""
"73",test,DV_167_C2_167_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",442037,s,1004,"1",""
"81",test,C2_207_DV_207_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",443894,s,1058,"1",""
"117",test,DV_170_C2_270_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",446534,l,1846,"1",""
"113",test,C2_261_DV_201_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",449351,l,2027,"1",""
"89",test,DV_089_C2_089_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",451422,s,1280,"1",""
"79",test,C2_247_DV_247_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",453518,s,1306,"1",""
"106",test,C2_011_DV_049_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",457246,l,2933,"1",""
"66",test,C2_113_DV_113_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",460271,s,2236,"1",""
"76",test,C2_034_DV_034_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",463686,l,2615,"0",""
"120",test,DV_231_C2_259_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",466238,l,1765,"1",""
"84",test,DV_127_C2_127_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",469719,s,2692,"1",""
"108",test,C2_123_DV_223_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",472167,l,1653,"1",""
"78",test,C2_155_DV_155_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",474990,s,2025,"1",""
"98",test,C2_003_DV_018_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",477359,l,1573,"1",""
"104",test,DV_143_C2_132_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",479719,l,1565,"1",""
"67",test,DV_015_C2_015_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",482199,s,1692,"1",""
"123",test,C2_205_DV_048_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",484230,l,1239,"1",""
"103",test,DV_295_C2_216_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",486781,l,1753,"1",""
"118",test,C2_108_DV_282_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",489855,l,2274,"1",""
"112",test,DV_097_C2_007_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",491725,l,1075,"1",""
"105",test,DV_178_C2_060_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",493919,l,1400,"1",""
"85",test,DV_137_C2_137_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",496421,s,1717,"1",""
"125",test,C2_242_DV_254_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",498861,l,1656,"1",""
"82",test,DV_041_C2_041_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",501182,s,1524,"1",""
"96",test,C2_075_DV_074_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",505351,l,3373,"1",""
"72",test,C2_152_DV_152_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",507510,s,1362,"1",""
"91",test,C2_157_DV_157_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",509342,s,1041,"1",""
"102",test,C2_099_DV_025_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",512071,l,1934,"1",""
"110",test,DV_114_C2_126_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",517461,s,4606,"0",""
"124",test,C2_265_DV_287_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.69",521813,l,3553,"1",""
"87",test,DV_100_C2_100_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",526021,s,3422,"1",""
"95",test,C2_243_DV_243_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",528503,s,1684,"1",""
"71",test,C2_293_DV_293_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.69",531774,s,2485,"1",""
"119",test,DV_154_C2_042_00,.jpg,"800",l,s l,"2","","","","","",ITI,"1",hide,"",Mismatch,absent,"2",801,48,"16.68",534438,l,1864,"1",""
"77",test,C2_172_DV_172_00,.jpg,"800",s,s l,"2","","","","","",ITI,"1",hide,"",Match,absent,"2",801,48,"16.68",537759,s,2531,"1",""
"126",form,"","","","","","",How stressed did you feel during the previous task?,"-10 being completely relaxed, 0 being neither relaxed nor stressed, and +10 being extremely stressed",slider,-10_10_1,"1","","1","","","",absent,"2",801,"","",544798,-8,6513,"0",-8
